original_text,processed_text,sentiment,confidence
…..does this mean we get to traverse a timeline and meet Dawnbreaker in person?😮,does this mean we get to traverse a timeline and meet dawnbreaker in personface with open mouth,POSITIVE,0.9769595861434937
oh gosh infold that's exam heavy week for me when you release this 😭You know what it's fine I'll stay up late at night for this if I have to,oh gosh infold thats exam heavy week for me when you release this loudly crying faceyou know what its fine ill stay up late at night for this if i have to,NEGATIVE,0.9970219731330872
"♪(*^^)o∀*∀o(^^*)♪
ʕ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ•̫͡•ʕ•̫͡•ʔ•̫͡•ʕ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ",oo ʕʕʔʔʕʔʕʕʔʔʕʔʔ,NEGATIVE,0.7930284142494202
It's probably gonna be like the main 3 branches we had before caleb,its probably gonna be like the main 3 branches we had before caleb,NEGATIVE,0.7090564370155334
WE’RE SO FVCKING BACK 🗣️🗣️🗣️🔥🔥🔥,were so fvcking back speaking headspeaking headspeaking headfirefirefire,NEGATIVE,0.993180513381958
My two husbands!! AAAAAAHHHH!!! And the scene in the car it's amazing!!,my two husbands aaaaaahhhh and the scene in the car its amazing,POSITIVE,0.9997873902320862
MY TWO MAIN POOKIES IN AN UPDATE WAAAAAAAAAA 😫👹🫦🙏🏻,my two main pookies in an update waaaaaaaaaa tired faceogrebiting lipfolded hands light skin tone,NEGATIVE,0.9912516474723816
OH WE'RE GETTING F E D,oh were getting f e d,NEGATIVE,0.9691166877746582
AYYYYOOOOOOO THIS IS INSANE,ayyyyooooooo this is insane,NEGATIVE,0.8318401575088501
BOOMSHAKALAKA GWAD YES,boomshakalaka gwad yes,POSITIVE,0.9652517437934875
AHHHH,ahhhh,NEGATIVE,0.9829965829849243
I'm respectfully losing my shit right now. This is the best thing. Infold really know what their fans want frfr❤😚. I never knew I wanted to see Zayne with a gun until now and now I want him to have it all the time lol❤❤,im respectfully losing my shit right now this is the best thing infold really know what their fans want frfrred heartkissing face with closed eyes i never knew i wanted to see zayne with a gun until now and now i want him to have it all the time lolred heartred heart,POSITIVE,0.8516202569007874
MY HUSBANDS!! 😩🖤,my husbands weary faceblack heart,NEGATIVE,0.9940377473831177
Ahhhhh zayne and sylus,ahhhhh zayne and sylus,NEGATIVE,0.5046593546867371
MORE MAIN STORY AND MORE SYLUS I AM READYYYYT,more main story and more sylus i am readyyyyt,POSITIVE,0.942439615726471
"Mah boy Sylus, someone hold me I am gonna pass out 🥵",mah boy sylus someone hold me i am gonna pass out hot face,NEGATIVE,0.9985619187355042
God save my wallet cause baaaaayyyyy-bbbeeeee,god save my wallet cause baaaaayyyyybbbeeeee,NEGATIVE,0.9967819452285767
THEY ARE SO LETHAL I CANNOT BREATHE ❤️‍🔥❤️‍🔥❤️‍🔥,they are so lethal i cannot breathe heart on fireheart on fireheart on fire,POSITIVE,0.9982709884643555
these guys got all their dimensions covered fr. what diverse characters,these guys got all their dimensions covered fr what diverse characters,NEGATIVE,0.673780083656311
Time to buy an iPad atp 🙂‍↕️,time to buy an ipad atp head shaking vertically,NEGATIVE,0.998721182346344
"Ahhh! Thanks so much, Dev! For making my dreams come true 😆🥹😭💕🔥",ahhh thanks so much dev for making my dreams come true grinning squinting faceface holding back tearsloudly crying facetwo heartsfire,POSITIVE,0.9979236125946045
Omg,omg,NEGATIVE,0.9753731489181519
UGGGUGGGHHHHHHH AHHHHHHHH I NEED TO WATCH IN SLO MO TO REALLY APPRECIATE ALL THIS,uggguggghhhhhhh ahhhhhhhh i need to watch in slo mo to really appreciate all this,POSITIVE,0.9875507950782776
"Hope zayne girlies are happy
AS A SYL(AND RAF)GIRLIE I AMMMMMM",hope zayne girlies are happy as a syland rafgirlie i ammmmmm,POSITIVE,0.9996398687362671
ts reminds me of Nazha reborn OMG 😭😭,ts reminds me of nazha reborn omg loudly crying faceloudly crying face,NEGATIVE,0.9885700345039368
"Sylus not beating the car racing allegations plus the scene with him on top of the car is such aura (i cry). For a split second, I thought Zayne was getting a villian arc lol (wouldnt be bad at all) but experiencing him outside his normal atmosphere is refreshing and dare say sexy as h*ll. Also I missed story line Sylus 🥴I'm excited!",sylus not beating the car racing allegations plus the scene with him on top of the car is such aura i cry for a split second i thought zayne was getting a villian arc lol wouldnt be bad at all but experiencing him outside his normal atmosphere is refreshing and dare say sexy as hll also i missed story line sylus woozy faceim excited,POSITIVE,0.9917283654212952
WE ARE SO BACK,we are so back,POSITIVE,0.9980044960975647
fucking finally they updated sylus main story dayum! too bad i dont play it no more,fucking finally they updated sylus main story dayum too bad i dont play it no more,NEGATIVE,0.9972207546234131
Forgive me now because the person I will become on Monday 🥴🥴🥴,forgive me now because the person i will become on monday woozy facewoozy facewoozy face,NEGATIVE,0.9984840750694275
"I only have one question: why is Sylus' skin getting paler and paler in the latest cards (and now in the story). Is that how mс bleached him with her masks, or is he turning into a vampire?",i only have one question why is sylus skin getting paler and paler in the latest cards and now in the story is that how mс bleached him with her masks or is he turning into a vampire,NEGATIVE,0.998113751411438
Yasss can’t wait💙🤍♥️,yasss cant waitblue heartwhite heartheart suit,NEGATIVE,0.925460159778595
Finally !!! Bordel de merde !!! Enfin !!! 🙌🙌🙌🙌,finally bordel de merde enfin raising handsraising handsraising handsraising hands,POSITIVE,0.9223085045814514
AAAAAAAAAAAAAAAAAA MAIN STORY UPDATE!!!!!!!!!!! FINALLYYYYYYYYYYY,aaaaaaaaaaaaaaaaaa main story update finallyyyyyyyyyyy,NEGATIVE,0.9928416013717651
❤,red heart,POSITIVE,0.9986201524734497
YYYYAAASSSSSS!!!! THANK YOU!!! MY MAIN BOOYYYSS!!! IM DYING!,yyyyaaassssss thank you my main booyyyss im dying,NEGATIVE,0.8641685843467712
"As soon as they release a 3 hour movie, I’m buying the tickets right then and there. 🍿 🎥",as soon as they release a 3 hour movie im buying the tickets right then and there popcorn movie camera,NEGATIVE,0.9805982112884521
they're both not even my main LI.. but I just can't stop watching this .. infold should make a movie after this.. this is so hot 🔥,theyre both not even my main li but i just cant stop watching this infold should make a movie after this this is so hot fire,NEGATIVE,0.994517982006073
When does it release? And do I have to complete the previous story’s to unlock this one,when does it release and do i have to complete the previous storys to unlock this one,NEGATIVE,0.9610973000526428
Ohhh... Wow. WOW!,ohhh wow wow,POSITIVE,0.9994309544563293
Holy shiiiiit 🔥🔥🔥,holy shiiiiit firefirefire,POSITIVE,0.9941985607147217
OMG YASSSS YASSS,omg yassss yasss,NEGATIVE,0.9867663383483887
Why do only they have their own storyline events?,why do only they have their own storyline events,NEGATIVE,0.9989848732948303
As a Zayne/sylus bias I just died and went to heaven.,as a zaynesylus bias i just died and went to heaven,POSITIVE,0.725792407989502
"my jaw is on the FLOOR?!?!??!?? i am forever grateful, InFold!!! 😭",my jaw is on the floor i am forever grateful infold loudly crying face,NEGATIVE,0.9596335887908936
I never noticed that 😮,i never noticed that face with open mouth,POSITIVE,0.9949001669883728
"@Raveille.  Maybe because I'm a little picky. I only started playing because of Silas. The advertisement for the game with him was too hot. Oh! another difference, but with a different character, which is immediately noticeable, is that Zane in the game download video is slightly different from the one in the game.",maybe because im a little picky i only started playing because of silas the advertisement for the game with him was too hot oh another difference but with a different character which is immediately noticeable is that zane in the game download video is slightly different from the one in the game,POSITIVE,0.9639223217964172
​@verver1026 It's Dawnbreaker Zayne I think,its dawnbreaker zayne i think,POSITIVE,0.9731033444404602
It comes out on Monday and I believe you can read through it after completing main story 2-15.,it comes out on monday and i believe you can read through it after completing main story 215,POSITIVE,0.9956165552139282
Man I love being a new player.,man i love being a new player,POSITIVE,0.9994608759880066
"😭😭😭😭😭😭😭😭😭😭😭those of us who are watching from the outside after the update please gather here 

😂😂😂",loudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying facethose of us who are watching from the outside after the update please gather here face with tears of joyface with tears of joyface with tears of joy,NEGATIVE,0.9616246819496155
Supernatural vibes,supernatural vibes,POSITIVE,0.998364269733429
(S)CREAMING,screaming,NEGATIVE,0.9994392991065979
HELLO THIS LOOKS SO DOPE??,hello this looks so dope,POSITIVE,0.5437073111534119
❤Omg I can`t wait ...,red heartomg i cant wait,NEGATIVE,0.9288730621337891
ZAYNE AND SYLUS THE ULTIMATE ZADDY COMBOOOOO,zayne and sylus the ultimate zaddy combooooo,POSITIVE,0.9966309666633606
OMG I was hoping to see sylus driving a car and here it is 😭🩷🩷,omg i was hoping to see sylus driving a car and here it is loudly crying facepink heartpink heart,NEGATIVE,0.9856825470924377
OH THEY COOKED WITH THIS 👌🏼ABSOLUTE CINEMA,oh they cooked with this ok hand mediumlight skin toneabsolute cinema,NEGATIVE,0.9326337575912476
😦 LA NECESITOOOOOOOOO,frowning face with open mouth la necesitooooooooo,NEGATIVE,0.9925991296768188
Papergames aka infold games did it again using li zeyan / victor reference 😂😢❤,papergames aka infold games did it again using li zeyan victor reference face with tears of joycrying facered heart,POSITIVE,0.9813412427902222
Thank you Infold. You delivered again.,thank you infold you delivered again,POSITIVE,0.999450147151947
Omg it's so cool. Finally sylus mainstory update 🎉🎉🎉🎉🎉🎉,omg its so cool finally sylus mainstory update party popperparty popperparty popperparty popperparty popperparty popper,NEGATIVE,0.9954511523246765
"Sylus girls, we won!! 🎉",sylus girls we won party popper,POSITIVE,0.9943907856941223
MY MAFIA MAN IS BACK!❤,my mafia man is backred heart,POSITIVE,0.9219030737876892
"I was thinking they should release ""branches"" for two LI at a time with how many we have now so I'm veeeeeeeery happy it's actually happening (I scrapped that idea when I was doing my predictions tho, still predicted Sylus first (put it on May 15 tho, and right after Caleb's bday I put Zayne branch and always felt off about it)) so I'm super excited the hours spent doing analysis of releases was not for nothing ❤now I think I can finally make the list without feeling like I'm missing something 😂",i was thinking they should release branches for two li at a time with how many we have now so im veeeeeeeery happy its actually happening i scrapped that idea when i was doing my predictions tho still predicted sylus first put it on may 15 tho and right after calebs bday i put zayne branch and always felt off about it so im super excited the hours spent doing analysis of releases was not for nothing red heartnow i think i can finally make the list without feeling like im missing something face with tears of joy,NEGATIVE,0.5544370412826538
SNOWCROWWWW IS REALLLLL 😮,snowcrowwww is realllll face with open mouth,POSITIVE,0.9906389713287354
THE ANIMATION! MY MAINS! IM GONNA THROW UP,the animation my mains im gonna throw up,NEGATIVE,0.9985968470573425
"Please dear devs we need storage space... Some commented they'll be not able to play the game anymore and I had that problem as well :o please remember that it's a game for smartphones or tablets, these devices don't have so much storage as a computer or console.
We love the work, the awesome animation and so on, but there are kinda to many events and the necessary GB for the game just get bigger and bigger. It's really a problem :/",please dear devs we need storage space some commented theyll be not able to play the game anymore and i had that problem as well o please remember that its a game for smartphones or tablets these devices dont have so much storage as a computer or console we love the work the awesome animation and so on but there are kinda to many events and the necessary gb for the game just get bigger and bigger its really a problem,NEGATIVE,0.9851624369621277
"It is a good day to become Sylus and Zayne girlies.. 🫠🥰

My poor bank account, please hold on for a little while 😭",it is a good day to become sylus and zayne girlies melting facesmiling face with hearts my poor bank account please hold on for a little while loudly crying face,POSITIVE,0.9993188381195068
More than four months ago I had to stop playing because of that problem :( I love the game but I can't afford to delete apps and photos to have a bit of space,more than four months ago i had to stop playing because of that problem i love the game but i cant afford to delete apps and photos to have a bit of space,NEGATIVE,0.9992571473121643
I’m screaming oommmgggg Sylus,im screaming oommmgggg sylus,NEGATIVE,0.9971566200256348
"HELL AM GOING TOWARD YOU AAAAAAA CRYING, DYING, LOVING AAAA my man Zaynieee aaaaa and Sylus dhfghvbcdb... am fine, sane mhmm 🙏❤",hell am going toward you aaaaaaa crying dying loving aaaa my man zaynieee aaaaa and sylus dhfghvbcdb am fine sane mhmm folded handsred heart,POSITIVE,0.6457669138908386
BRUH SO COOL,bruh so cool,POSITIVE,0.9996896982192993
Help... why can't I update now??? I tried itt after deleting and downloading again. But it says I don't have enough space.😭😭,help why cant i update now i tried itt after deleting and downloading again but it says i dont have enough spaceloudly crying faceloudly crying face,NEGATIVE,0.9979877471923828
"Him using his Evol to walk on top of the car like it was a day in the streets was epic! Also, I want all of his cars!!! Him too, as the epic Onychinus Leader we all love when he was first made known. :)",him using his evol to walk on top of the car like it was a day in the streets was epic also i want all of his cars him too as the epic onychinus leader we all love when he was first made known,NEGATIVE,0.5166698694229126
MY BRAINNNNN SYLUS AND ZAYNE??? THIS UPDATE IS GONNA END ME AAAAA,my brainnnnn sylus and zayne this update is gonna end me aaaaa,NEGATIVE,0.939585268497467
I started JUMPING (my dad asked why I was shaking the floor 😔🥀) BRO OMG,i started jumping my dad asked why i was shaking the floor pensive facewilted flower bro omg,NEGATIVE,0.9979867935180664
The sylus and Zayne update we all needed,the sylus and zayne update we all needed,POSITIVE,0.9576927423477173
I WATCHED IT 20 TIMES,i watched it 20 times,POSITIVE,0.9748729467391968
0:23 is that her thigh on his shoulder?! Please I love this update.,023 is that her thigh on his shoulder please i love this update,POSITIVE,0.9996795654296875
My Zayne ❤❤❤,my zayne red heartred heartred heart,POSITIVE,0.9993384480476379
L×D on ps5 when?😭,ld on ps5 whenloudly crying face,NEGATIVE,0.9925536513328552
Now I can't wait for June 13th to arrive. I want more of Caleb's main story!!!,now i cant wait for june 13th to arrive i want more of calebs main story,NEGATIVE,0.9980769157409668
"i am... i am in AWE. holy shit, Zayne looks bad-ass. BRING IT COLD BOY!",i am i am in awe holy shit zayne looks badass bring it cold boy,NEGATIVE,0.5421491265296936
I think my heart stopped beating💀,i think my heart stopped beatingskull,NEGATIVE,0.9880093932151794
"WHAT IS THAT ON THE FLOOR? 
Oh! 
THAT IS MY JAW 🗿🙏🏼",what is that on the floor oh that is my jaw moaifolded hands mediumlight skin tone,NEGATIVE,0.9858394861221313
"This is giving major Resident Evil vibes, and after the ppl turning into wanderers behaving like zombies in Caleb’s main story i can only beg for a RE colab🙇‍♀️🙇‍♀️🙇‍♀️ (pls sylus in a RCPD outfit)",this is giving major resident evil vibes and after the ppl turning into wanderers behaving like zombies in calebs main story i can only beg for a re colabwoman bowingwoman bowingwoman bowing pls sylus in a rcpd outfit,NEGATIVE,0.9845983982086182
MY BRAIN CAN'T SUPPORT SO MUCH POWER 👄 WE HAVE THE BEST DUO!!!,my brain cant support so much power mouth we have the best duo,POSITIVE,0.999526858329773
Oh my God as a Zayne and Sylus girlie this is the most perfect event oh my God those outfits are so sexy!!!!!! AHhhHhshsndjemakdndn,oh my god as a zayne and sylus girlie this is the most perfect event oh my god those outfits are so sexy ahhhhhshsndjemakdndn,POSITIVE,0.999081015586853
IM DYING. MAIN STORY UPDATEEEEE OF SYLUS AND ZAYNE?? WOW AND SYLUS DRIVING?? ZAYNE HOLDING GUN??  IM SO HYPED NOW I LOVE YOU INFOLD.,im dying main story updateeeee of sylus and zayne wow and sylus driving zayne holding gun im so hyped now i love you infold,POSITIVE,0.9957433342933655
THE THREESOME I DREAMT ABOUT,the threesome i dreamt about,POSITIVE,0.9994475245475769
Syluuuuuuus 🔥,syluuuuuuus fire,NEGATIVE,0.9715629816055298
Love the story more n.n❤❤❤❤❤❤❤❤❤❤❤❤❤,love the story more nnred heartred heartred heartred heartred heartred heartred heartred heartred heartred heartred heartred heartred heart,POSITIVE,0.9986635446548462
IM SO EXCITED!!!!!!,im so excited,POSITIVE,0.9997301697731018
YAAAAAASSSS!! MAIN STORY UPDATE!!,yaaaaaassss main story update,NEGATIVE,0.9868780970573425
I'M GONNA GIVE BIRTH TO ZAYNE'S CHILD ISTG,im gonna give birth to zaynes child istg,POSITIVE,0.9847389459609985
"Two outfits for free? At least be honest, is One Outfit for free with a free recolor XD",two outfits for free at least be honest is one outfit for free with a free recolor xd,NEGATIVE,0.9949184060096741
i never thought i'd see the day when sylus and zayne will have a story branch together aaaa my snowcrow heart is so happy 😭💗,i never thought id see the day when sylus and zayne will have a story branch together aaaa my snowcrow heart is so happy loudly crying facegrowing heart,POSITIVE,0.9957956075668335
MY TWO FAVES! 😭😭😭,my two faves loudly crying faceloudly crying faceloudly crying face,NEGATIVE,0.9953387975692749
As I said there would be a new Sylus memory release last night this masterpiece was made,as i said there would be a new sylus memory release last night this masterpiece was made,POSITIVE,0.5418296456336975
When....,when,POSITIVE,0.9288312792778015
😍😍😍😍😍,smiling face with hearteyessmiling face with hearteyessmiling face with hearteyessmiling face with hearteyessmiling face with hearteyes,POSITIVE,0.9993959665298462
"ZAYNE LITERALLY BEING THE ""I'm a doctor, but ..."" MEME LMAOO",zayne literally being the im a doctor but meme lmaoo,NEGATIVE,0.7815378904342651
BOTH MY MAINS AT THE SAME TIME!? YASS!! LET'S GO SYLUS AND ZAYNE!!🥹💙❤️ #LoveandDeepspace,both my mains at the same time yass lets go sylus and zayneface holding back tearsblue heartred heart loveanddeepspace,POSITIVE,0.9920554757118225
AGHHHH I’M SO FREAKING EXCITED MY TWO MAINSS,aghhhh im so freaking excited my two mainss,POSITIVE,0.998915433883667
the villain side of Sylus is exactly what caught my attention and made me want to keep playing when I first downloaded the game. It's really good to see that part of his character being brought back into the main story update.,the villain side of sylus is exactly what caught my attention and made me want to keep playing when i first downloaded the game its really good to see that part of his character being brought back into the main story update,POSITIVE,0.9990980625152588
ZAYNE OMG,zayne omg,POSITIVE,0.8298317193984985
I don’t even play this game but I’m so excited 😅,i dont even play this game but im so excited grinning face with sweat,POSITIVE,0.997236967086792
Finally THE MAIN PLOT thanks God,finally the main plot thanks god,POSITIVE,0.9994196891784668
OMG!!!!!!❤❤❤ gangsters???!!!!😢❤❤❤❤❤❤,omgred heartred heartred heart gangsterscrying facered heartred heartred heartred heartred heartred heart,POSITIVE,0.9932552576065063
zayne omg 😢😭😭😭😭😭,zayne omg crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying face,NEGATIVE,0.9906918406486511
astra I hate you so much,astra i hate you so much,NEGATIVE,0.997696578502655
"“Oh hello Sylus, nice gun” 🚶‍♀️ “hello Zayne, nice gu- 💀”",oh hello sylus nice gun woman walking hello zayne nice gu skull,POSITIVE,0.9328638315200806
Another update means another war with my storage 😭😭,another update means another war with my storage loudly crying faceloudly crying face,NEGATIVE,0.9992291927337646
THEY COOKED!,they cooked,POSITIVE,0.9988870024681091
I'll celebrate once its out and i know its not a half ass story like caleb got. Waited to long for plot just to be handed bread crumbs.,ill celebrate once its out and i know its not a half ass story like caleb got waited to long for plot just to be handed bread crumbs,NEGATIVE,0.9900140762329102
DAAAMMMNNNNN!!!!💥💥💥🔥🔥🔥 THIS IS WHAT I'VE BEEN WAITING FOR!!!,daaammmnnnnncollisioncollisioncollisionfirefirefire this is what ive been waiting for,NEGATIVE,0.9522179961204529
Holy ffffff….!!!!,holy ffffff,NEGATIVE,0.9264719486236572
now bring rafayel 😭,now bring rafayel loudly crying face,NEGATIVE,0.995633065700531
"Ooh, this is gunna be good",ooh this is gunna be good,POSITIVE,0.9915817379951477
*yes*,yes,POSITIVE,0.9997805953025818
STFU!!!!!!! No way!!!!! I thought they’ll never update it,stfu no way i thought theyll never update it,NEGATIVE,0.9912426471710205
AAAHHH Zayne in a LEATHERJACKET!!!! I LOVE THIS! ACTIOOON! <3,aaahhh zayne in a leatherjacket i love this actiooon 3,POSITIVE,0.9997605681419373
SNOWCROW NATION ITS OUR TIME TO SHINE,snowcrow nation its our time to shine,POSITIVE,0.996886670589447
ZAYNE WITH A GUN⁉️⁉️⁉️ LEATHER JACKET ⁉️⁉️⁉️⁉️⁉️⁉️ SYLUS CAR CHASE ⁉️⁉️⁉️⁉️⁉️⁉️ god im eating GOOD,zayne with a gunexclamation question markexclamation question markexclamation question mark leather jacket exclamation question markexclamation question markexclamation question markexclamation question markexclamation question markexclamation question mark sylus car chase exclamation question markexclamation question markexclamation question markexclamation question markexclamation question markexclamation question mark god im eating good,NEGATIVE,0.9753329157829285
Infold is cooking hard with this main story update 🔥🔥And my beloved Zayne is one of the main focus and he's holding a freaking gun!! Holy!,infold is cooking hard with this main story update firefireand my beloved zayne is one of the main focus and hes holding a freaking gun holy,NEGATIVE,0.9806756377220154
"OH. MY. GOD. (Side note. Zayne and Sylus should literally just make out atp, such a good duo.)",oh my god side note zayne and sylus should literally just make out atp such a good duo,POSITIVE,0.999792754650116
Finally! New Main Story!,finally new main story,POSITIVE,0.9986122846603394
"Finally, back to the main branch",finally back to the main branch,POSITIVE,0.8772044777870178
oha lan şa.qa mı,oha lan şaqa mı,NEGATIVE,0.9552043080329895
"Not even a Zayne girlie but damn he looks good here

Meanwhile screaming my lungs out at Sylus GIRLS WE WERE NOT PREPARED FOR THIS",not even a zayne girlie but damn he looks good here meanwhile screaming my lungs out at sylus girls we were not prepared for this,NEGATIVE,0.9818093776702881
ZAYNE’S OUTFIT?!?!,zaynes outfit,POSITIVE,0.9972167015075684
"Mc topping Sylus, and him smiling and riling her up, oooohhh 🫣",mc topping sylus and him smiling and riling her up oooohhh face with peeking eye,POSITIVE,0.9988330006599426
Zayne??????,zayne,POSITIVE,0.996190071105957
AAAAAAAAA ITS SO GOOOD,aaaaaaaaa its so goood,NEGATIVE,0.9971513152122498
Main story update aaaahhhhhhh 🎉🎉🎉🎉🎉 não acredito! ❤,main story update aaaahhhhhhh party popperparty popperparty popperparty popperparty popper não acredito red heart,NEGATIVE,0.9954246878623962
💀🔥🔥🔥🔥🔥,skullfirefirefirefirefire,POSITIVE,0.991912841796875
great! thanks for hearing us dev!,great thanks for hearing us dev,POSITIVE,0.999736487865448
Я вахуе...Это выглядит очень мощно,я вахуеэто выглядит очень мощно,POSITIVE,0.6098611354827881
"MY MEN LOOK AMAZING 😭😭😭😭
AND THIS SOUNDTRACK IS SO FINE 😩",my men look amazing loudly crying faceloudly crying faceloudly crying faceloudly crying face and this soundtrack is so fine weary face,NEGATIVE,0.98197340965271
OMFG!! I need this NOW! 😍😍😍😍,omfg i need this now smiling face with hearteyessmiling face with hearteyessmiling face with hearteyessmiling face with hearteyes,POSITIVE,0.9970017075538635
IM INSAAAANE ASYLUM ASYLUM,im insaaaane asylum asylum,NEGATIVE,0.9959145188331604
"HOLY SHIT
HOLY FUCK
BOTH ZAYBE and SYLUS???!?!
OHMYGOD ITS OVER FOR ME AAAAAAA ❤❤❤❤❤❤❤❤❤❤❤❤❤",holy shit holy fuck both zaybe and sylus ohmygod its over for me aaaaaaa red heartred heartred heartred heartred heartred heartred heartred heartred heartred heartred heartred heartred heart,POSITIVE,0.7412697076797485
Im so glad to hear MC's voice again,im so glad to hear mcs voice again,POSITIVE,0.9993022680282593
"MY BODY IS READY 🔥 😍 👌 
Didn't know how much I needed Zayne with a gun in my life until now omfg. MIGHTY NEED 🔥🔥🔥🔥

""What are the odds?""
""With you? Guaranteed victory.""
SYLUS, MY MAN!!!!! ❤❤❤

Ngl, as much as I love soft, sweet, wholesome Sylus, I was also desperately missing mafia boss badass Sylus. ALL OF MY YES TO THIS ❤🔥👌

Peace Out! ^_^",my body is ready fire smiling face with hearteyes ok hand didnt know how much i needed zayne with a gun in my life until now omfg mighty need firefirefirefire what are the odds with you guaranteed victory sylus my man red heartred heartred heart ngl as much as i love soft sweet wholesome sylus i was also desperately missing mafia boss badass sylus all of my yes to this red heartfireok hand peace out,POSITIVE,0.9967600703239441
HELLO???????????!!!??????,hello,POSITIVE,0.9995185136795044
THE DAWNBREAKER!,the dawnbreaker,POSITIVE,0.9088693857192993
ITS A GOOD DAY FOR ZAYLUS GIRLIES I SO EXCITEDDDD❤😭😭,its a good day for zaylus girlies i so exciteddddred heartloudly crying faceloudly crying face,POSITIVE,0.9899213314056396
BRING ON SYLUS,bring on sylus,POSITIVE,0.9976301193237305
ZAYNE HOLDING A GUN??? HE LOOKS SO HOT AND OUR THIGH ON SYLUS?!?? GOD how much can a woman take 🙏🏻😩,zayne holding a gun he looks so hot and our thigh on sylus god how much can a woman take folded hands light skin toneweary face,NEGATIVE,0.9781014919281006
We are soooo back,we are soooo back,POSITIVE,0.9969291090965271
My husbando mains. 🫠🥹,my husbando mains melting faceface holding back tears,POSITIVE,0.9973633885383606
After a year.. A WHOLE FU*KIN YEAR... finally Sylus story branch,after a year a whole fukin year finally sylus story branch,NEGATIVE,0.9814305901527405
"Zayne is the walking ""I'm a healer but *cocks gun*"" meme",zayne is the walking im a healer but cocks gun meme,NEGATIVE,0.832423746585846
"Wait more story or just memories 0:50

1:00 yessssssssssssssszzsssssssssss more main story",wait more story or just memories 050 100 yessssssssssssssszzsssssssssss more main story,NEGATIVE,0.998664379119873
Are we finally meeting Dawnbreaker???? 😭,are we finally meeting dawnbreaker loudly crying face,NEGATIVE,0.9941792488098145
"MC, Sylus and Zayne are looking GORGEOUS!!! ✨✨❤️
I can't wait to play in this!!",mc sylus and zayne are looking gorgeous sparklessparklesred heart i cant wait to play in this,POSITIVE,0.9997889399528503
OMG THAT OUTFIT ON ZAYNEEE,omg that outfit on zayneee,NEGATIVE,0.5054454803466797
😊😊😊😊😊,smiling face with smiling eyessmiling face with smiling eyessmiling face with smiling eyessmiling face with smiling eyessmiling face with smiling eyes,POSITIVE,0.9995490908622742
"You get the beeeeest of both worlds~~
Ok, sorry 😂
I'm just glad because I have time to grind for MoF and two of my top 3 are getting content!!",you get the beeeeest of both worlds ok sorry face with tears of joy im just glad because i have time to grind for mof and two of my top 3 are getting content,POSITIVE,0.9965644478797913
main story???? is getting an update???,main story is getting an update,POSITIVE,0.9291530847549438
Wth what's going on😅😅😅😅,wth whats going ongrinning face with sweatgrinning face with sweatgrinning face with sweatgrinning face with sweat,NEGATIVE,0.9828082919120789
"Omg days ago, I saw a dream about sylus and mc in a car chasing after someone and now this main story trailer is too damn similar. Did I manifest this? askhkkjvk😆",omg days ago i saw a dream about sylus and mc in a car chasing after someone and now this main story trailer is too damn similar did i manifest this askhkkjvkgrinning squinting face,NEGATIVE,0.9990098476409912
Hello!!??!? The good doctor?!?!? What?!??!?!?,hello the good doctor what,POSITIVE,0.9993859529495239
AHHHHHHHHHHHH SCREAMING SO HARD INTERNALLY OMGGGGGG SO GLAD THESE ARENT 5 STARS CUZ IF THEY WERE I WUDVE DIED CUZ AS A F2P IM BROKE AF AHHHHHHHHHHH ❤❤❤❤,ahhhhhhhhhhhh screaming so hard internally omgggggg so glad these arent 5 stars cuz if they were i wudve died cuz as a f2p im broke af ahhhhhhhhhhh red heartred heartred heartred heart,NEGATIVE,0.9672936797142029
Snowcrow girlies are being fed and we love it,snowcrow girlies are being fed and we love it,POSITIVE,0.9998704195022583
"Even tho I'm a Rafayel main I'm so excited to see such a High quality update for the boys!!! ❤❤❤
Will enjoy this whole heartedly!
Patiently waiting for Raffie's update 🥰🥰🥰",even tho im a rafayel main im so excited to see such a high quality update for the boys red heartred heartred heart will enjoy this whole heartedly patiently waiting for raffies update smiling face with heartssmiling face with heartssmiling face with hearts,POSITIVE,0.9997186064720154
"This is insane! Total action movie vibes. 
The visuals are fire🔥🔥, Sylus’s car and the shootout scene are epic — and Dr. Zayne’s holding a gun. Dope!☄️",this is insane total action movie vibes the visuals are firefirefire syluss car and the shootout scene are epic and dr zaynes holding a gun dopecomet,POSITIVE,0.996239423751831
"OMG new part of main story, new outfits, Zayne shooting a gun, Sylus walking on the roof of a car, MC looking freaking amazing shooting in those scenes?? I'M SO READY",omg new part of main story new outfits zayne shooting a gun sylus walking on the roof of a car mc looking freaking amazing shooting in those scenes im so ready,POSITIVE,0.998855710029602
This looks awesome! I'm hoping my boys Rafayel and Caleb will get updates soon. Hopefully it won't take 6 whole months for them 😅,this looks awesome im hoping my boys rafayel and caleb will get updates soon hopefully it wont take 6 whole months for them grinning face with sweat,POSITIVE,0.9985448122024536
